commit_sha	submodule
3cf8ecbc6a971f01b8cfd434b429638e1131f995	static-lunr
3cf8ecbc6a971f01b8cfd434b429638e1131f995	test/add-http-tests-and-fix-stdio
3cf8ecbc6a971f01b8cfd434b429638e1131f995	windows-moukaeritai-work
3db6b78d7e75c0445995375477823bb7dcc0d522	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
3db6b78d7e75c0445995375477823bb7dcc0d522	git-hangup-investigation
3db6b78d7e75c0445995375477823bb7dcc0d522	git-lfs-lite
3db6b78d7e75c0445995375477823bb7dcc0d522	githooks
3db6b78d7e75c0445995375477823bb7dcc0d522	llama-cpp-tk
3db6b78d7e75c0445995375477823bb7dcc0d522	mcp
3db6b78d7e75c0445995375477823bb7dcc0d522	mdns-inspector
3db6b78d7e75c0445995375477823bb7dcc0d522	mouse-pointer
3db6b78d7e75c0445995375477823bb7dcc0d522	pictogram
3db6b78d7e75c0445995375477823bb7dcc0d522	remove-desktop-ini
3db6b78d7e75c0445995375477823bb7dcc0d522	shellex-rust
3db6b78d7e75c0445995375477823bb7dcc0d522	static-lunr
3db6b78d7e75c0445995375477823bb7dcc0d522	test/add-http-tests-and-fix-stdio
3db6b78d7e75c0445995375477823bb7dcc0d522	windows-moukaeritai-work
3db96be9b9ec1a784492186df258aef89b627593	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
3db96be9b9ec1a784492186df258aef89b627593	git-hangup-investigation
3db96be9b9ec1a784492186df258aef89b627593	git-lfs-lite
3db96be9b9ec1a784492186df258aef89b627593	githooks
3db96be9b9ec1a784492186df258aef89b627593	llama-cpp-tk
3db96be9b9ec1a784492186df258aef89b627593	mcp
3db96be9b9ec1a784492186df258aef89b627593	mdns-inspector
3db96be9b9ec1a784492186df258aef89b627593	mouse-pointer
3db96be9b9ec1a784492186df258aef89b627593	pictogram
3db96be9b9ec1a784492186df258aef89b627593	remove-desktop-ini
3db96be9b9ec1a784492186df258aef89b627593	shellex-rust
3db96be9b9ec1a784492186df258aef89b627593	static-lunr
3db96be9b9ec1a784492186df258aef89b627593	test/add-http-tests-and-fix-stdio
3db96be9b9ec1a784492186df258aef89b627593	windows-moukaeritai-work
3e40ff46219622a217ea33b95f42aa1741a36483	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
3e40ff46219622a217ea33b95f42aa1741a36483	git-hangup-investigation
3e40ff46219622a217ea33b95f42aa1741a36483	git-lfs-lite
3e40ff46219622a217ea33b95f42aa1741a36483	githooks
3e40ff46219622a217ea33b95f42aa1741a36483	llama-cpp-tk
3e40ff46219622a217ea33b95f42aa1741a36483	mcp
3e40ff46219622a217ea33b95f42aa1741a36483	mdns-inspector
3e40ff46219622a217ea33b95f42aa1741a36483	mouse-pointer
3e40ff46219622a217ea33b95f42aa1741a36483	pictogram
3e40ff46219622a217ea33b95f42aa1741a36483	remove-desktop-ini
3e40ff46219622a217ea33b95f42aa1741a36483	shellex-rust
3e40ff46219622a217ea33b95f42aa1741a36483	static-lunr
3e40ff46219622a217ea33b95f42aa1741a36483	test/add-http-tests-and-fix-stdio
3e40ff46219622a217ea33b95f42aa1741a36483	windows-moukaeritai-work
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	git-hangup-investigation
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	git-lfs-lite
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	githooks
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	llama-cpp-tk
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	mcp
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	mdns-inspector
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	mouse-pointer
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	pictogram
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	remove-desktop-ini
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	shellex-rust
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	static-lunr
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	test/add-http-tests-and-fix-stdio
3f6ab7ba2fca6956a26229e7c220cfccf9a1e922	windows-moukaeritai-work
40e0726034b22f6a89e5340e64d68b146d128bd0	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
40e0726034b22f6a89e5340e64d68b146d128bd0	git-hangup-investigation
40e0726034b22f6a89e5340e64d68b146d128bd0	git-lfs-lite
40e0726034b22f6a89e5340e64d68b146d128bd0	githooks
40e0726034b22f6a89e5340e64d68b146d128bd0	llama-cpp-tk
40e0726034b22f6a89e5340e64d68b146d128bd0	mcp
40e0726034b22f6a89e5340e64d68b146d128bd0	mdns-inspector
40e0726034b22f6a89e5340e64d68b146d128bd0	mouse-pointer
40e0726034b22f6a89e5340e64d68b146d128bd0	pictogram
40e0726034b22f6a89e5340e64d68b146d128bd0	remove-desktop-ini
40e0726034b22f6a89e5340e64d68b146d128bd0	shellex-rust
40e0726034b22f6a89e5340e64d68b146d128bd0	static-lunr
40e0726034b22f6a89e5340e64d68b146d128bd0	test/add-http-tests-and-fix-stdio
40e0726034b22f6a89e5340e64d68b146d128bd0	windows-moukaeritai-work
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	git-hangup-investigation
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	git-lfs-lite
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	githooks
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	llama-cpp-tk
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	mcp
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	mdns-inspector
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	mouse-pointer
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	pictogram
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	remove-desktop-ini
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	shellex-rust
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	static-lunr
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	test/add-http-tests-and-fix-stdio
40ee9ef109836b346377b1e0a5a5367ce55c0dc1	windows-moukaeritai-work
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	git-hangup-investigation
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	git-lfs-lite
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	githooks
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	llama-cpp-tk
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	mcp
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	mdns-inspector
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	mouse-pointer
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	pictogram
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	remove-desktop-ini
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	shellex-rust
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	static-lunr
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	test/add-http-tests-and-fix-stdio
426803f56a31eaa5b3d9fab9c0adbd335545cfd9	windows-moukaeritai-work
42ed8bca7bafa03a8e22f5152d1052a882627c9c	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
42ed8bca7bafa03a8e22f5152d1052a882627c9c	git-hangup-investigation
42ed8bca7bafa03a8e22f5152d1052a882627c9c	git-lfs-lite
42ed8bca7bafa03a8e22f5152d1052a882627c9c	githooks
42ed8bca7bafa03a8e22f5152d1052a882627c9c	llama-cpp-tk
42ed8bca7bafa03a8e22f5152d1052a882627c9c	mcp
42ed8bca7bafa03a8e22f5152d1052a882627c9c	mdns-inspector
42ed8bca7bafa03a8e22f5152d1052a882627c9c	mouse-pointer
42ed8bca7bafa03a8e22f5152d1052a882627c9c	pictogram
42ed8bca7bafa03a8e22f5152d1052a882627c9c	remove-desktop-ini
42ed8bca7bafa03a8e22f5152d1052a882627c9c	shellex-rust
42ed8bca7bafa03a8e22f5152d1052a882627c9c	static-lunr
42ed8bca7bafa03a8e22f5152d1052a882627c9c	test/add-http-tests-and-fix-stdio
42ed8bca7bafa03a8e22f5152d1052a882627c9c	windows-moukaeritai-work
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	git-hangup-investigation
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	git-lfs-lite
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	githooks
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	llama-cpp-tk
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	mcp
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	mdns-inspector
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	mouse-pointer
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	pictogram
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	remove-desktop-ini
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	shellex-rust
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	static-lunr
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	test/add-http-tests-and-fix-stdio
4300805df9c0a4c25b5e87e2e0061ed81a027ca5	windows-moukaeritai-work
43218898c20388775a1b4b8894fa86620e6889d3	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
43218898c20388775a1b4b8894fa86620e6889d3	git-hangup-investigation
43218898c20388775a1b4b8894fa86620e6889d3	git-lfs-lite
43218898c20388775a1b4b8894fa86620e6889d3	githooks
43218898c20388775a1b4b8894fa86620e6889d3	llama-cpp-tk
43218898c20388775a1b4b8894fa86620e6889d3	mcp
43218898c20388775a1b4b8894fa86620e6889d3	mdns-inspector
43218898c20388775a1b4b8894fa86620e6889d3	mouse-pointer
43218898c20388775a1b4b8894fa86620e6889d3	pictogram
43218898c20388775a1b4b8894fa86620e6889d3	remove-desktop-ini
43218898c20388775a1b4b8894fa86620e6889d3	shellex-rust
43218898c20388775a1b4b8894fa86620e6889d3	static-lunr
43218898c20388775a1b4b8894fa86620e6889d3	test/add-http-tests-and-fix-stdio
43218898c20388775a1b4b8894fa86620e6889d3	windows-moukaeritai-work
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	git-hangup-investigation
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	git-lfs-lite
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	githooks
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	llama-cpp-tk
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	mcp
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	mdns-inspector
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	mouse-pointer
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	pictogram
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	remove-desktop-ini
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	shellex-rust
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	static-lunr
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	test/add-http-tests-and-fix-stdio
434e06c7c0cc4f1dbc51a44a0c60a2d737897afb	windows-moukaeritai-work
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	git-hangup-investigation
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	git-lfs-lite
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	githooks
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	llama-cpp-tk
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	mcp
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	mdns-inspector
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	mouse-pointer
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	pictogram
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	remove-desktop-ini
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	shellex-rust
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	static-lunr
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	test/add-http-tests-and-fix-stdio
43d4aca721fbeb9632e1d6772c06628bcadfd3e1	windows-moukaeritai-work
446684d92fb6de659bc9ea8b32605d262d1aff76	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
446684d92fb6de659bc9ea8b32605d262d1aff76	git-hangup-investigation
446684d92fb6de659bc9ea8b32605d262d1aff76	git-lfs-lite
446684d92fb6de659bc9ea8b32605d262d1aff76	githooks
446684d92fb6de659bc9ea8b32605d262d1aff76	llama-cpp-tk
446684d92fb6de659bc9ea8b32605d262d1aff76	mcp
446684d92fb6de659bc9ea8b32605d262d1aff76	mdns-inspector
446684d92fb6de659bc9ea8b32605d262d1aff76	mouse-pointer
446684d92fb6de659bc9ea8b32605d262d1aff76	pictogram
446684d92fb6de659bc9ea8b32605d262d1aff76	remove-desktop-ini
446684d92fb6de659bc9ea8b32605d262d1aff76	shellex-rust
446684d92fb6de659bc9ea8b32605d262d1aff76	static-lunr
446684d92fb6de659bc9ea8b32605d262d1aff76	test/add-http-tests-and-fix-stdio
446684d92fb6de659bc9ea8b32605d262d1aff76	windows-moukaeritai-work
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	git-hangup-investigation
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	git-lfs-lite
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	githooks
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	llama-cpp-tk
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	mcp
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	mdns-inspector
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	mouse-pointer
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	pictogram
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	remove-desktop-ini
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	shellex-rust
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	static-lunr
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	test/add-http-tests-and-fix-stdio
4475ac0dbf7ac796e9da60c280ed16bd70b75fa9	windows-moukaeritai-work
44c1d7c718c16bba4e171389e65bd75fbb3580dc	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
44c1d7c718c16bba4e171389e65bd75fbb3580dc	git-hangup-investigation
44c1d7c718c16bba4e171389e65bd75fbb3580dc	git-lfs-lite
44c1d7c718c16bba4e171389e65bd75fbb3580dc	githooks
44c1d7c718c16bba4e171389e65bd75fbb3580dc	llama-cpp-tk
44c1d7c718c16bba4e171389e65bd75fbb3580dc	mcp
44c1d7c718c16bba4e171389e65bd75fbb3580dc	mdns-inspector
44c1d7c718c16bba4e171389e65bd75fbb3580dc	mouse-pointer
44c1d7c718c16bba4e171389e65bd75fbb3580dc	pictogram
44c1d7c718c16bba4e171389e65bd75fbb3580dc	remove-desktop-ini
44c1d7c718c16bba4e171389e65bd75fbb3580dc	shellex-rust
44c1d7c718c16bba4e171389e65bd75fbb3580dc	static-lunr
44c1d7c718c16bba4e171389e65bd75fbb3580dc	test/add-http-tests-and-fix-stdio
44c1d7c718c16bba4e171389e65bd75fbb3580dc	windows-moukaeritai-work
45e1e306e865fbc750a613433613a8d5872e76f2	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
45e1e306e865fbc750a613433613a8d5872e76f2	git-hangup-investigation
45e1e306e865fbc750a613433613a8d5872e76f2	git-lfs-lite
45e1e306e865fbc750a613433613a8d5872e76f2	githooks
45e1e306e865fbc750a613433613a8d5872e76f2	llama-cpp-tk
45e1e306e865fbc750a613433613a8d5872e76f2	mcp
45e1e306e865fbc750a613433613a8d5872e76f2	mdns-inspector
45e1e306e865fbc750a613433613a8d5872e76f2	mouse-pointer
45e1e306e865fbc750a613433613a8d5872e76f2	pictogram
45e1e306e865fbc750a613433613a8d5872e76f2	remove-desktop-ini
45e1e306e865fbc750a613433613a8d5872e76f2	shellex-rust
45e1e306e865fbc750a613433613a8d5872e76f2	static-lunr
45e1e306e865fbc750a613433613a8d5872e76f2	test/add-http-tests-and-fix-stdio
45e1e306e865fbc750a613433613a8d5872e76f2	windows-moukaeritai-work
465790e47eee95322aa8855b51353f27dcdc8dfa	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
465790e47eee95322aa8855b51353f27dcdc8dfa	feat/mcp-filelist-server
465790e47eee95322aa8855b51353f27dcdc8dfa	git-hangup-investigation
465790e47eee95322aa8855b51353f27dcdc8dfa	git-lfs-lite
465790e47eee95322aa8855b51353f27dcdc8dfa	githooks
465790e47eee95322aa8855b51353f27dcdc8dfa	llama-cpp-tk
465790e47eee95322aa8855b51353f27dcdc8dfa	mcp
465790e47eee95322aa8855b51353f27dcdc8dfa	mdns-inspector
465790e47eee95322aa8855b51353f27dcdc8dfa	mouse-pointer
465790e47eee95322aa8855b51353f27dcdc8dfa	pictogram
465790e47eee95322aa8855b51353f27dcdc8dfa	remove-desktop-ini
465790e47eee95322aa8855b51353f27dcdc8dfa	shellex-rust
465790e47eee95322aa8855b51353f27dcdc8dfa	static-lunr
465790e47eee95322aa8855b51353f27dcdc8dfa	test/add-http-tests-and-fix-stdio
465790e47eee95322aa8855b51353f27dcdc8dfa	windows-moukaeritai-work
4705c9a6342e2320f0a7a005e2e42556be2ba145	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
4705c9a6342e2320f0a7a005e2e42556be2ba145	feat/mcp-filelist-server
4705c9a6342e2320f0a7a005e2e42556be2ba145	git-hangup-investigation
4705c9a6342e2320f0a7a005e2e42556be2ba145	git-lfs-lite
4705c9a6342e2320f0a7a005e2e42556be2ba145	githooks
4705c9a6342e2320f0a7a005e2e42556be2ba145	llama-cpp-tk
4705c9a6342e2320f0a7a005e2e42556be2ba145	mcp
4705c9a6342e2320f0a7a005e2e42556be2ba145	mdns-inspector
4705c9a6342e2320f0a7a005e2e42556be2ba145	mouse-pointer
4705c9a6342e2320f0a7a005e2e42556be2ba145	pictogram
4705c9a6342e2320f0a7a005e2e42556be2ba145	remove-desktop-ini
4705c9a6342e2320f0a7a005e2e42556be2ba145	shellex-rust
4705c9a6342e2320f0a7a005e2e42556be2ba145	static-lunr
4705c9a6342e2320f0a7a005e2e42556be2ba145	test/add-http-tests-and-fix-stdio
4705c9a6342e2320f0a7a005e2e42556be2ba145	windows-moukaeritai-work
473f5eb9c3c6bec8346aa08fe23760581f2076df	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
473f5eb9c3c6bec8346aa08fe23760581f2076df	git-hangup-investigation
473f5eb9c3c6bec8346aa08fe23760581f2076df	git-lfs-lite
473f5eb9c3c6bec8346aa08fe23760581f2076df	githooks
473f5eb9c3c6bec8346aa08fe23760581f2076df	llama-cpp-tk
473f5eb9c3c6bec8346aa08fe23760581f2076df	mcp
473f5eb9c3c6bec8346aa08fe23760581f2076df	mdns-inspector
473f5eb9c3c6bec8346aa08fe23760581f2076df	mouse-pointer
473f5eb9c3c6bec8346aa08fe23760581f2076df	pictogram
473f5eb9c3c6bec8346aa08fe23760581f2076df	remove-desktop-ini
473f5eb9c3c6bec8346aa08fe23760581f2076df	shellex-rust
473f5eb9c3c6bec8346aa08fe23760581f2076df	static-lunr
473f5eb9c3c6bec8346aa08fe23760581f2076df	test/add-http-tests-and-fix-stdio
473f5eb9c3c6bec8346aa08fe23760581f2076df	windows-moukaeritai-work
47c8653c15f9b97c1ceb992b18109ef81c80834b	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
47c8653c15f9b97c1ceb992b18109ef81c80834b	git-hangup-investigation
47c8653c15f9b97c1ceb992b18109ef81c80834b	git-lfs-lite
47c8653c15f9b97c1ceb992b18109ef81c80834b	githooks
47c8653c15f9b97c1ceb992b18109ef81c80834b	llama-cpp-tk
47c8653c15f9b97c1ceb992b18109ef81c80834b	mcp
47c8653c15f9b97c1ceb992b18109ef81c80834b	mdns-inspector
47c8653c15f9b97c1ceb992b18109ef81c80834b	mouse-pointer
47c8653c15f9b97c1ceb992b18109ef81c80834b	pictogram
47c8653c15f9b97c1ceb992b18109ef81c80834b	remove-desktop-ini
47c8653c15f9b97c1ceb992b18109ef81c80834b	shellex-rust
47c8653c15f9b97c1ceb992b18109ef81c80834b	static-lunr
47c8653c15f9b97c1ceb992b18109ef81c80834b	test/add-http-tests-and-fix-stdio
47c8653c15f9b97c1ceb992b18109ef81c80834b	windows-moukaeritai-work
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	feat/mcp-filelist-server
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	git-hangup-investigation
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	git-lfs-lite
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	githooks
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	llama-cpp-tk
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	mcp
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	mdns-inspector
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	mouse-pointer
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	pictogram
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	remove-desktop-ini
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	shellex-rust
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	static-lunr
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	test/add-http-tests-and-fix-stdio
47e6126cfe228ca76039ada2f1509c2f3f1efbb9	windows-moukaeritai-work
4979c36d733d89f9c87d29a95d15b3ca3b64f364	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
4979c36d733d89f9c87d29a95d15b3ca3b64f364	git-hangup-investigation
4979c36d733d89f9c87d29a95d15b3ca3b64f364	git-lfs-lite
4979c36d733d89f9c87d29a95d15b3ca3b64f364	githooks
4979c36d733d89f9c87d29a95d15b3ca3b64f364	llama-cpp-tk
4979c36d733d89f9c87d29a95d15b3ca3b64f364	mcp
4979c36d733d89f9c87d29a95d15b3ca3b64f364	mdns-inspector
4979c36d733d89f9c87d29a95d15b3ca3b64f364	mouse-pointer
4979c36d733d89f9c87d29a95d15b3ca3b64f364	pictogram
4979c36d733d89f9c87d29a95d15b3ca3b64f364	remove-desktop-ini
4979c36d733d89f9c87d29a95d15b3ca3b64f364	shellex-rust
4979c36d733d89f9c87d29a95d15b3ca3b64f364	static-lunr
4979c36d733d89f9c87d29a95d15b3ca3b64f364	test/add-http-tests-and-fix-stdio
4979c36d733d89f9c87d29a95d15b3ca3b64f364	windows-moukaeritai-work
49dd026ab6f902410157f151b52058aabf1113c8	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
49dd026ab6f902410157f151b52058aabf1113c8	git-hangup-investigation
49dd026ab6f902410157f151b52058aabf1113c8	git-lfs-lite
49dd026ab6f902410157f151b52058aabf1113c8	githooks
49dd026ab6f902410157f151b52058aabf1113c8	llama-cpp-tk
49dd026ab6f902410157f151b52058aabf1113c8	mcp
49dd026ab6f902410157f151b52058aabf1113c8	mdns-inspector
49dd026ab6f902410157f151b52058aabf1113c8	mouse-pointer
49dd026ab6f902410157f151b52058aabf1113c8	pictogram
49dd026ab6f902410157f151b52058aabf1113c8	remove-desktop-ini
49dd026ab6f902410157f151b52058aabf1113c8	shellex-rust
49dd026ab6f902410157f151b52058aabf1113c8	static-lunr
49dd026ab6f902410157f151b52058aabf1113c8	test/add-http-tests-and-fix-stdio
49dd026ab6f902410157f151b52058aabf1113c8	windows-moukaeritai-work
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	git-hangup-investigation
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	git-lfs-lite
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	githooks
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	llama-cpp-tk
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	mcp
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	mdns-inspector
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	mouse-pointer
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	pictogram
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	remove-desktop-ini
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	shellex-rust
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	static-lunr
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	test/add-http-tests-and-fix-stdio
4b962eac2b8e958043c3987c3c8c5b4caf00bcdc	windows-moukaeritai-work
4b98c4524f1660bd91ac8da315f276c1858eb55d	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
4b98c4524f1660bd91ac8da315f276c1858eb55d	git-hangup-investigation
4b98c4524f1660bd91ac8da315f276c1858eb55d	git-lfs-lite
4b98c4524f1660bd91ac8da315f276c1858eb55d	githooks
4b98c4524f1660bd91ac8da315f276c1858eb55d	llama-cpp-tk
4b98c4524f1660bd91ac8da315f276c1858eb55d	mcp
4b98c4524f1660bd91ac8da315f276c1858eb55d	mdns-inspector
4b98c4524f1660bd91ac8da315f276c1858eb55d	mouse-pointer
4b98c4524f1660bd91ac8da315f276c1858eb55d	pictogram
4b98c4524f1660bd91ac8da315f276c1858eb55d	remove-desktop-ini
4b98c4524f1660bd91ac8da315f276c1858eb55d	shellex-rust
4b98c4524f1660bd91ac8da315f276c1858eb55d	static-lunr
4b98c4524f1660bd91ac8da315f276c1858eb55d	test/add-http-tests-and-fix-stdio
4b98c4524f1660bd91ac8da315f276c1858eb55d	windows-moukaeritai-work
4be71547ba7e899c275204ba97a782e6eb6cbbda	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
4be71547ba7e899c275204ba97a782e6eb6cbbda	git-hangup-investigation
4be71547ba7e899c275204ba97a782e6eb6cbbda	git-lfs-lite
4be71547ba7e899c275204ba97a782e6eb6cbbda	githooks
4be71547ba7e899c275204ba97a782e6eb6cbbda	llama-cpp-tk
4be71547ba7e899c275204ba97a782e6eb6cbbda	mcp
4be71547ba7e899c275204ba97a782e6eb6cbbda	mdns-inspector
4be71547ba7e899c275204ba97a782e6eb6cbbda	mouse-pointer
4be71547ba7e899c275204ba97a782e6eb6cbbda	pictogram
4be71547ba7e899c275204ba97a782e6eb6cbbda	remove-desktop-ini
4be71547ba7e899c275204ba97a782e6eb6cbbda	shellex-rust
4be71547ba7e899c275204ba97a782e6eb6cbbda	static-lunr
4be71547ba7e899c275204ba97a782e6eb6cbbda	test/add-http-tests-and-fix-stdio
4be71547ba7e899c275204ba97a782e6eb6cbbda	windows-moukaeritai-work
4c005f6e47501520d0f900eba61a695226c59546	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
4c005f6e47501520d0f900eba61a695226c59546	feat/mcp-filelist-server
4c005f6e47501520d0f900eba61a695226c59546	git-hangup-investigation
