commit_sha	submodule
7b6296d37b60c09498c4765cf17998ed1219b766	windows-moukaeritai-work
7b7257b1c3b0036284b4db2fdeb95d18605f084b	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
7b7257b1c3b0036284b4db2fdeb95d18605f084b	feat/mcp-filelist-server
7b7257b1c3b0036284b4db2fdeb95d18605f084b	git-hangup-investigation
7b7257b1c3b0036284b4db2fdeb95d18605f084b	git-lfs-lite
7b7257b1c3b0036284b4db2fdeb95d18605f084b	githooks
7b7257b1c3b0036284b4db2fdeb95d18605f084b	llama-cpp-tk
7b7257b1c3b0036284b4db2fdeb95d18605f084b	mcp
7b7257b1c3b0036284b4db2fdeb95d18605f084b	mdns-inspector
7b7257b1c3b0036284b4db2fdeb95d18605f084b	mouse-pointer
7b7257b1c3b0036284b4db2fdeb95d18605f084b	pictogram
7b7257b1c3b0036284b4db2fdeb95d18605f084b	remove-desktop-ini
7b7257b1c3b0036284b4db2fdeb95d18605f084b	shellex-rust
7b7257b1c3b0036284b4db2fdeb95d18605f084b	static-lunr
7b7257b1c3b0036284b4db2fdeb95d18605f084b	test/add-http-tests-and-fix-stdio
7b7257b1c3b0036284b4db2fdeb95d18605f084b	windows-moukaeritai-work
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	feat/mcp-filelist-server
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	git-hangup-investigation
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	git-lfs-lite
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	githooks
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	llama-cpp-tk
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	mcp
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	mdns-inspector
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	mouse-pointer
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	pictogram
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	remove-desktop-ini
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	shellex-rust
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	static-lunr
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	test/add-http-tests-and-fix-stdio
7b9e50b8ef1a25ed67ac2396b4fd524557dd8346	windows-moukaeritai-work
7d514a7c33a9b285136086215d697378ecb79681	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
7d514a7c33a9b285136086215d697378ecb79681	git-hangup-investigation
7d514a7c33a9b285136086215d697378ecb79681	git-lfs-lite
7d514a7c33a9b285136086215d697378ecb79681	githooks
7d514a7c33a9b285136086215d697378ecb79681	llama-cpp-tk
7d514a7c33a9b285136086215d697378ecb79681	mcp
7d514a7c33a9b285136086215d697378ecb79681	mdns-inspector
7d514a7c33a9b285136086215d697378ecb79681	mouse-pointer
7d514a7c33a9b285136086215d697378ecb79681	pictogram
7d514a7c33a9b285136086215d697378ecb79681	remove-desktop-ini
7d514a7c33a9b285136086215d697378ecb79681	shellex-rust
7d514a7c33a9b285136086215d697378ecb79681	static-lunr
7d514a7c33a9b285136086215d697378ecb79681	test/add-http-tests-and-fix-stdio
7d514a7c33a9b285136086215d697378ecb79681	windows-moukaeritai-work
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	git-hangup-investigation
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	git-lfs-lite
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	githooks
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	llama-cpp-tk
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	mcp
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	mdns-inspector
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	mouse-pointer
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	pictogram
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	remove-desktop-ini
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	shellex-rust
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	static-lunr
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	test/add-http-tests-and-fix-stdio
7f5d8d0e10806f864ff33273c19bb31be6aa0dfd	windows-moukaeritai-work
7fd07627291dfd17321fc21897a4e6ba225ae073	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
7fd07627291dfd17321fc21897a4e6ba225ae073	git-hangup-investigation
7fd07627291dfd17321fc21897a4e6ba225ae073	git-lfs-lite
7fd07627291dfd17321fc21897a4e6ba225ae073	githooks
7fd07627291dfd17321fc21897a4e6ba225ae073	llama-cpp-tk
7fd07627291dfd17321fc21897a4e6ba225ae073	mcp
7fd07627291dfd17321fc21897a4e6ba225ae073	mdns-inspector
7fd07627291dfd17321fc21897a4e6ba225ae073	mouse-pointer
7fd07627291dfd17321fc21897a4e6ba225ae073	pictogram
7fd07627291dfd17321fc21897a4e6ba225ae073	remove-desktop-ini
7fd07627291dfd17321fc21897a4e6ba225ae073	shellex-rust
7fd07627291dfd17321fc21897a4e6ba225ae073	static-lunr
7fd07627291dfd17321fc21897a4e6ba225ae073	test/add-http-tests-and-fix-stdio
7fd07627291dfd17321fc21897a4e6ba225ae073	windows-moukaeritai-work
81162fe9512ca941dd18a868a0935b975a95a570	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
81162fe9512ca941dd18a868a0935b975a95a570	feat/mcp-filelist-server
81162fe9512ca941dd18a868a0935b975a95a570	git-hangup-investigation
81162fe9512ca941dd18a868a0935b975a95a570	git-lfs-lite
81162fe9512ca941dd18a868a0935b975a95a570	githooks
81162fe9512ca941dd18a868a0935b975a95a570	llama-cpp-tk
81162fe9512ca941dd18a868a0935b975a95a570	mcp
81162fe9512ca941dd18a868a0935b975a95a570	mdns-inspector
81162fe9512ca941dd18a868a0935b975a95a570	mouse-pointer
81162fe9512ca941dd18a868a0935b975a95a570	pictogram
81162fe9512ca941dd18a868a0935b975a95a570	remove-desktop-ini
81162fe9512ca941dd18a868a0935b975a95a570	shellex-rust
81162fe9512ca941dd18a868a0935b975a95a570	static-lunr
81162fe9512ca941dd18a868a0935b975a95a570	test/add-http-tests-and-fix-stdio
81162fe9512ca941dd18a868a0935b975a95a570	windows-moukaeritai-work
81b60d0abf5c4c602b7515c320413a03564004b8	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
81b60d0abf5c4c602b7515c320413a03564004b8	feat/mcp-filelist-server
81b60d0abf5c4c602b7515c320413a03564004b8	git-hangup-investigation
81b60d0abf5c4c602b7515c320413a03564004b8	git-lfs-lite
81b60d0abf5c4c602b7515c320413a03564004b8	githooks
81b60d0abf5c4c602b7515c320413a03564004b8	llama-cpp-tk
81b60d0abf5c4c602b7515c320413a03564004b8	mcp
81b60d0abf5c4c602b7515c320413a03564004b8	mdns-inspector
81b60d0abf5c4c602b7515c320413a03564004b8	mouse-pointer
81b60d0abf5c4c602b7515c320413a03564004b8	pictogram
81b60d0abf5c4c602b7515c320413a03564004b8	remove-desktop-ini
81b60d0abf5c4c602b7515c320413a03564004b8	shellex-rust
81b60d0abf5c4c602b7515c320413a03564004b8	static-lunr
81b60d0abf5c4c602b7515c320413a03564004b8	test/add-http-tests-and-fix-stdio
81b60d0abf5c4c602b7515c320413a03564004b8	windows-moukaeritai-work
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	feat/mcp-filelist-server
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	git-hangup-investigation
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	git-lfs-lite
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	githooks
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	llama-cpp-tk
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	mcp
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	mdns-inspector
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	mouse-pointer
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	pictogram
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	remove-desktop-ini
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	shellex-rust
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	static-lunr
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	test/add-http-tests-and-fix-stdio
81e872dd401c006bd0e7e5ca7ac7e92f786bb8fb	windows-moukaeritai-work
825ea95ff7be05212c1e88dabc44ff88035979e7	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
825ea95ff7be05212c1e88dabc44ff88035979e7	git-hangup-investigation
825ea95ff7be05212c1e88dabc44ff88035979e7	git-lfs-lite
825ea95ff7be05212c1e88dabc44ff88035979e7	githooks
825ea95ff7be05212c1e88dabc44ff88035979e7	llama-cpp-tk
825ea95ff7be05212c1e88dabc44ff88035979e7	mcp
825ea95ff7be05212c1e88dabc44ff88035979e7	mdns-inspector
825ea95ff7be05212c1e88dabc44ff88035979e7	mouse-pointer
825ea95ff7be05212c1e88dabc44ff88035979e7	pictogram
825ea95ff7be05212c1e88dabc44ff88035979e7	remove-desktop-ini
825ea95ff7be05212c1e88dabc44ff88035979e7	shellex-rust
825ea95ff7be05212c1e88dabc44ff88035979e7	static-lunr
825ea95ff7be05212c1e88dabc44ff88035979e7	test/add-http-tests-and-fix-stdio
825ea95ff7be05212c1e88dabc44ff88035979e7	windows-moukaeritai-work
831f779399941258ea645c16dc862b97a26b8ef6	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
831f779399941258ea645c16dc862b97a26b8ef6	git-hangup-investigation
831f779399941258ea645c16dc862b97a26b8ef6	git-lfs-lite
831f779399941258ea645c16dc862b97a26b8ef6	githooks
831f779399941258ea645c16dc862b97a26b8ef6	llama-cpp-tk
831f779399941258ea645c16dc862b97a26b8ef6	mcp
831f779399941258ea645c16dc862b97a26b8ef6	mdns-inspector
831f779399941258ea645c16dc862b97a26b8ef6	mouse-pointer
831f779399941258ea645c16dc862b97a26b8ef6	pictogram
831f779399941258ea645c16dc862b97a26b8ef6	remove-desktop-ini
831f779399941258ea645c16dc862b97a26b8ef6	shellex-rust
831f779399941258ea645c16dc862b97a26b8ef6	static-lunr
831f779399941258ea645c16dc862b97a26b8ef6	test/add-http-tests-and-fix-stdio
831f779399941258ea645c16dc862b97a26b8ef6	windows-moukaeritai-work
83fde78c23f63c6fe7933322564943e432f10413	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
83fde78c23f63c6fe7933322564943e432f10413	git-hangup-investigation
83fde78c23f63c6fe7933322564943e432f10413	git-lfs-lite
83fde78c23f63c6fe7933322564943e432f10413	githooks
83fde78c23f63c6fe7933322564943e432f10413	llama-cpp-tk
83fde78c23f63c6fe7933322564943e432f10413	mcp
83fde78c23f63c6fe7933322564943e432f10413	mdns-inspector
83fde78c23f63c6fe7933322564943e432f10413	mouse-pointer
83fde78c23f63c6fe7933322564943e432f10413	pictogram
83fde78c23f63c6fe7933322564943e432f10413	remove-desktop-ini
83fde78c23f63c6fe7933322564943e432f10413	shellex-rust
83fde78c23f63c6fe7933322564943e432f10413	static-lunr
83fde78c23f63c6fe7933322564943e432f10413	test/add-http-tests-and-fix-stdio
83fde78c23f63c6fe7933322564943e432f10413	windows-moukaeritai-work
862601335c4ce6e960ea6c3e537e78e2cddea6ae	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
862601335c4ce6e960ea6c3e537e78e2cddea6ae	feat/mcp-filelist-server
862601335c4ce6e960ea6c3e537e78e2cddea6ae	git-hangup-investigation
862601335c4ce6e960ea6c3e537e78e2cddea6ae	git-lfs-lite
862601335c4ce6e960ea6c3e537e78e2cddea6ae	githooks
862601335c4ce6e960ea6c3e537e78e2cddea6ae	llama-cpp-tk
862601335c4ce6e960ea6c3e537e78e2cddea6ae	mcp
862601335c4ce6e960ea6c3e537e78e2cddea6ae	mdns-inspector
862601335c4ce6e960ea6c3e537e78e2cddea6ae	mouse-pointer
862601335c4ce6e960ea6c3e537e78e2cddea6ae	pictogram
862601335c4ce6e960ea6c3e537e78e2cddea6ae	remove-desktop-ini
862601335c4ce6e960ea6c3e537e78e2cddea6ae	shellex-rust
862601335c4ce6e960ea6c3e537e78e2cddea6ae	static-lunr
862601335c4ce6e960ea6c3e537e78e2cddea6ae	test/add-http-tests-and-fix-stdio
862601335c4ce6e960ea6c3e537e78e2cddea6ae	windows-moukaeritai-work
8669638d148464ad0af21664eb2932807f89f364	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
8669638d148464ad0af21664eb2932807f89f364	git-hangup-investigation
8669638d148464ad0af21664eb2932807f89f364	git-lfs-lite
8669638d148464ad0af21664eb2932807f89f364	githooks
8669638d148464ad0af21664eb2932807f89f364	llama-cpp-tk
8669638d148464ad0af21664eb2932807f89f364	mcp
8669638d148464ad0af21664eb2932807f89f364	mdns-inspector
8669638d148464ad0af21664eb2932807f89f364	mouse-pointer
8669638d148464ad0af21664eb2932807f89f364	pictogram
8669638d148464ad0af21664eb2932807f89f364	remove-desktop-ini
8669638d148464ad0af21664eb2932807f89f364	shellex-rust
8669638d148464ad0af21664eb2932807f89f364	static-lunr
8669638d148464ad0af21664eb2932807f89f364	test/add-http-tests-and-fix-stdio
8669638d148464ad0af21664eb2932807f89f364	windows-moukaeritai-work
86831306ff5f39696b2ee68c32f4a55ba941526e	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
86831306ff5f39696b2ee68c32f4a55ba941526e	git-hangup-investigation
86831306ff5f39696b2ee68c32f4a55ba941526e	git-lfs-lite
86831306ff5f39696b2ee68c32f4a55ba941526e	githooks
86831306ff5f39696b2ee68c32f4a55ba941526e	llama-cpp-tk
86831306ff5f39696b2ee68c32f4a55ba941526e	mcp
86831306ff5f39696b2ee68c32f4a55ba941526e	mdns-inspector
86831306ff5f39696b2ee68c32f4a55ba941526e	mouse-pointer
86831306ff5f39696b2ee68c32f4a55ba941526e	pictogram
86831306ff5f39696b2ee68c32f4a55ba941526e	remove-desktop-ini
86831306ff5f39696b2ee68c32f4a55ba941526e	shellex-rust
86831306ff5f39696b2ee68c32f4a55ba941526e	static-lunr
86831306ff5f39696b2ee68c32f4a55ba941526e	test/add-http-tests-and-fix-stdio
86831306ff5f39696b2ee68c32f4a55ba941526e	windows-moukaeritai-work
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	feat/mcp-filelist-server
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	git-hangup-investigation
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	git-lfs-lite
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	githooks
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	llama-cpp-tk
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	mcp
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	mdns-inspector
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	mouse-pointer
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	pictogram
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	remove-desktop-ini
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	shellex-rust
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	static-lunr
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	test/add-http-tests-and-fix-stdio
86b319ecba443c0ed14eeeec09dbda9c31b9d84e	windows-moukaeritai-work
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	git-hangup-investigation
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	git-lfs-lite
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	githooks
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	llama-cpp-tk
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	mcp
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	mdns-inspector
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	mouse-pointer
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	pictogram
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	remove-desktop-ini
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	shellex-rust
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	static-lunr
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	test/add-http-tests-and-fix-stdio
86fdcbecff55da5d88954e14f10b5ac0e615fa4d	windows-moukaeritai-work
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	git-hangup-investigation
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	git-lfs-lite
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	githooks
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	llama-cpp-tk
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	mcp
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	mdns-inspector
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	mouse-pointer
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	pictogram
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	remove-desktop-ini
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	shellex-rust
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	static-lunr
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	test/add-http-tests-and-fix-stdio
872d8b47789ae11ebbaedebb1cad4d9b1d9bdb5c	windows-moukaeritai-work
872f4473f31de1d714905a42b56a6a1531dbef4f	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
872f4473f31de1d714905a42b56a6a1531dbef4f	git-hangup-investigation
872f4473f31de1d714905a42b56a6a1531dbef4f	git-lfs-lite
872f4473f31de1d714905a42b56a6a1531dbef4f	githooks
872f4473f31de1d714905a42b56a6a1531dbef4f	llama-cpp-tk
872f4473f31de1d714905a42b56a6a1531dbef4f	mcp
872f4473f31de1d714905a42b56a6a1531dbef4f	mdns-inspector
872f4473f31de1d714905a42b56a6a1531dbef4f	mouse-pointer
872f4473f31de1d714905a42b56a6a1531dbef4f	pictogram
872f4473f31de1d714905a42b56a6a1531dbef4f	remove-desktop-ini
872f4473f31de1d714905a42b56a6a1531dbef4f	shellex-rust
872f4473f31de1d714905a42b56a6a1531dbef4f	static-lunr
872f4473f31de1d714905a42b56a6a1531dbef4f	test/add-http-tests-and-fix-stdio
872f4473f31de1d714905a42b56a6a1531dbef4f	windows-moukaeritai-work
878cdc58d3c2f999c59aac09e4617d5be71c395a	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
878cdc58d3c2f999c59aac09e4617d5be71c395a	git-hangup-investigation
878cdc58d3c2f999c59aac09e4617d5be71c395a	git-lfs-lite
878cdc58d3c2f999c59aac09e4617d5be71c395a	githooks
878cdc58d3c2f999c59aac09e4617d5be71c395a	llama-cpp-tk
878cdc58d3c2f999c59aac09e4617d5be71c395a	mcp
878cdc58d3c2f999c59aac09e4617d5be71c395a	mdns-inspector
878cdc58d3c2f999c59aac09e4617d5be71c395a	mouse-pointer
878cdc58d3c2f999c59aac09e4617d5be71c395a	pictogram
878cdc58d3c2f999c59aac09e4617d5be71c395a	remove-desktop-ini
878cdc58d3c2f999c59aac09e4617d5be71c395a	shellex-rust
878cdc58d3c2f999c59aac09e4617d5be71c395a	static-lunr
878cdc58d3c2f999c59aac09e4617d5be71c395a	test/add-http-tests-and-fix-stdio
878cdc58d3c2f999c59aac09e4617d5be71c395a	windows-moukaeritai-work
88681e89c9245172fcdaa7eda5e183b1402f5dc5	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
88681e89c9245172fcdaa7eda5e183b1402f5dc5	git-hangup-investigation
88681e89c9245172fcdaa7eda5e183b1402f5dc5	git-lfs-lite
88681e89c9245172fcdaa7eda5e183b1402f5dc5	githooks
88681e89c9245172fcdaa7eda5e183b1402f5dc5	llama-cpp-tk
88681e89c9245172fcdaa7eda5e183b1402f5dc5	mcp
88681e89c9245172fcdaa7eda5e183b1402f5dc5	mdns-inspector
88681e89c9245172fcdaa7eda5e183b1402f5dc5	mouse-pointer
88681e89c9245172fcdaa7eda5e183b1402f5dc5	pictogram
88681e89c9245172fcdaa7eda5e183b1402f5dc5	remove-desktop-ini
88681e89c9245172fcdaa7eda5e183b1402f5dc5	shellex-rust
88681e89c9245172fcdaa7eda5e183b1402f5dc5	static-lunr
88681e89c9245172fcdaa7eda5e183b1402f5dc5	test/add-http-tests-and-fix-stdio
88681e89c9245172fcdaa7eda5e183b1402f5dc5	windows-moukaeritai-work
894a03360ac50c855501425c4e6f64781a5b20a2	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
894a03360ac50c855501425c4e6f64781a5b20a2	feat/mcp-filelist-server
894a03360ac50c855501425c4e6f64781a5b20a2	git-hangup-investigation
894a03360ac50c855501425c4e6f64781a5b20a2	git-lfs-lite
894a03360ac50c855501425c4e6f64781a5b20a2	githooks
894a03360ac50c855501425c4e6f64781a5b20a2	llama-cpp-tk
894a03360ac50c855501425c4e6f64781a5b20a2	mcp
894a03360ac50c855501425c4e6f64781a5b20a2	mdns-inspector
894a03360ac50c855501425c4e6f64781a5b20a2	mouse-pointer
894a03360ac50c855501425c4e6f64781a5b20a2	pictogram
894a03360ac50c855501425c4e6f64781a5b20a2	remove-desktop-ini
894a03360ac50c855501425c4e6f64781a5b20a2	shellex-rust
894a03360ac50c855501425c4e6f64781a5b20a2	static-lunr
894a03360ac50c855501425c4e6f64781a5b20a2	test/add-http-tests-and-fix-stdio
894a03360ac50c855501425c4e6f64781a5b20a2	windows-moukaeritai-work
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	git-hangup-investigation
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	git-lfs-lite
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	githooks
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	llama-cpp-tk
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	mcp
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	mdns-inspector
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	mouse-pointer
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	pictogram
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	remove-desktop-ini
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	shellex-rust
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	static-lunr
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	test/add-http-tests-and-fix-stdio
8ba3c7d24f5e7d5b1ba8a6851487bafe816e97f6	windows-moukaeritai-work
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	git-hangup-investigation
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	git-lfs-lite
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	githooks
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	llama-cpp-tk
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	mcp
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	mdns-inspector
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	mouse-pointer
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	pictogram
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	remove-desktop-ini
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	shellex-rust
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	static-lunr
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	test/add-http-tests-and-fix-stdio
8c7f473b2556b4d73bcda8af874c0c10805cf4c3	windows-moukaeritai-work
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	git-hangup-investigation
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	git-lfs-lite
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	githooks
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	llama-cpp-tk
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	mcp
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	mdns-inspector
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	mouse-pointer
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	pictogram
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	remove-desktop-ini
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	shellex-rust
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	static-lunr
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	test/add-http-tests-and-fix-stdio
8cfe5cfe6f8b08da503c6481ba9321c7790f8d24	windows-moukaeritai-work
8d249a89dd1c73eaebd137301590c1d063a4bdd0	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
8d249a89dd1c73eaebd137301590c1d063a4bdd0	git-hangup-investigation
8d249a89dd1c73eaebd137301590c1d063a4bdd0	git-lfs-lite
8d249a89dd1c73eaebd137301590c1d063a4bdd0	githooks
8d249a89dd1c73eaebd137301590c1d063a4bdd0	llama-cpp-tk
8d249a89dd1c73eaebd137301590c1d063a4bdd0	mcp
8d249a89dd1c73eaebd137301590c1d063a4bdd0	mdns-inspector
8d249a89dd1c73eaebd137301590c1d063a4bdd0	mouse-pointer
8d249a89dd1c73eaebd137301590c1d063a4bdd0	pictogram
8d249a89dd1c73eaebd137301590c1d063a4bdd0	remove-desktop-ini
8d249a89dd1c73eaebd137301590c1d063a4bdd0	shellex-rust
8d249a89dd1c73eaebd137301590c1d063a4bdd0	static-lunr
8d249a89dd1c73eaebd137301590c1d063a4bdd0	test/add-http-tests-and-fix-stdio
8d249a89dd1c73eaebd137301590c1d063a4bdd0	windows-moukaeritai-work
8d5f6707c11789768be2f5031844d35187e51fc2	9b7310d2-2d5c-4b70-8fd3-f286f3cfc61b
8d5f6707c11789768be2f5031844d35187e51fc2	git-hangup-investigation
8d5f6707c11789768be2f5031844d35187e51fc2	git-lfs-lite
8d5f6707c11789768be2f5031844d35187e51fc2	githooks
8d5f6707c11789768be2f5031844d35187e51fc2	llama-cpp-tk
8d5f6707c11789768be2f5031844d35187e51fc2	mcp
8d5f6707c11789768be2f5031844d35187e51fc2	mdns-inspector
8d5f6707c11789768be2f5031844d35187e51fc2	mouse-pointer
8d5f6707c11789768be2f5031844d35187e51fc2	pictogram
8d5f6707c11789768be2f5031844d35187e51fc2	remove-desktop-ini
8d5f6707c11789768be2f5031844d35187e51fc2	shellex-rust
8d5f6707c11789768be2f5031844d35187e51fc2	static-lunr
8d5f6707c11789768be2f5031844d35187e51fc2	test/add-http-tests-and-fix-stdio
8d5f6707c11789768be2f5031844d35187e51fc2	windows-moukaeritai-work
